compulsory,26.5,20231031,14211019,14231030,14221003,14211003,14211004,14211018,13211005,13211006,13211007,13211008,02211009,02211010,02211018,08251083,08251084,08261080,08211008
compulsory,31.5,08281011,11241014,10241002,08241001,08241002,08241003,08241004,08241005,08241006,08241007,08241008,08241009,08241010,08241011,08241012,08241013,08241014,08241015,08241016,08241017,08241018,08241019
compulsory,31.5,60211004,14231996,14231997,14231998,14231999,11021005,08241501,08241502,08241503,08241504,08241505,08241506
compulsory,1.5,03211049
elective,12.0,08211061,08211062,08211004,08211020,08211030,08271007,08211018
elective,4.0,04272001,01252939,04272002,01221842,012940,13211020,04281002,MOOC2061
elective,10.5,08241020,08241021,08241022,08241023,08241025
equivalence,2.0,02211004,02211018
equivalence,3.5,08241057,08241235
equivalence,3.5,08241234,08241054
equivalence,3.5,08241059,08241259
equivalence,3.5,08241037,08241237
equivalence,1.5,03211911,03211049
equivalence,1.0,04272001,04251177
equivalence,1.0,01252939,01211867
equivalence,1.0,04272002,04251176
equivalence,1.0,01221842,01211847
equivalence,1.0,04281002,01211851
equivalence,1.0,04281002,01211803
equivalence,1.0,MOOC2061,MY100004
equivalence,1.0,04281002,01211849
equivalence,1.0,04281002,01211882
equivalence,1.0,01221842,04241150
equivalence,1.0,04281002,01211828
equivalence,1.5,03211049,50211010
equivalence,1.5,03211049,50211012
equivalence,1.5,03211049,01211859
equivalence,1.0,01252939,01211842
equivalence,1.0,04272005,01221842
equivalence,1.0,01211850,04281002
equivalence,1.0,01211808,04281002
equivalence,1.0,04271018,04272001
equivalence,1.0,04272008,04272001
equivalence,1.0,01211864,01221842
equivalence,1.0,01211848,04281002
equivalence,1.0,63211042,01252939
equivalence,1.0,01211819,01221842
import,C:\temp\equivalence_database1.csv
