compulsory,58.5,14231004,14211009,14231002,14221002,13211005,13211006,13211007,08261072,02211001,02211002,02211003,02211004,11241011,11241012,08251061,08251062,08261070,08261072
compulsory,29.5,08241151,08241247,08291039,05251109,08241215,08241172,08241185,08241224,08241224,08241225,08241223,08241226,08241248,08241229,08241178,08241237,08241160,08241216,08241230,08241218
compulsory,1.5,03211049
compulsory,42.0,60211004,14231999,11021003,08281015,08031265,05021122,08031262,08031263,08031247,08031338,08031242,08031335,08031264,08031246,08031337,08031355,08031260,08031208,08271931,08271932
elective,5.0,08241231,08241232,08241233
elective,10.5,08241229,08241241,08241245,08241244,08241234,08241242
elective,9.0,08241205,08241217,08241219,08241220,08241207,08241221
elective,2.0,04272001,01252939,04272002,01221842,012940,13211020,04281002,MOOC2061
equivalence,2.0,02211004,02211018
equivalence,3.5,08241057,08241235
equivalence,3.5,08241234,08241054
equivalence,3.5,08241059,08241259
equivalence,3.5,08241037,08241237
equivalence,1.5,03211911,03211049
equivalence,1.0,04272001,04251177
equivalence,1.0,01252939,01211867
equivalence,1.0,04272002,04251176
equivalence,1.0,01221842,01211847
equivalence,1.0,04281002,01211851
equivalence,1.0,04281002,01211803
equivalence,1.0,MOOC2061,MY100004
equivalence,1.0,04281002,01211849
equivalence,1.0,04281002,01211882
equivalence,1.0,01221842,04241150
equivalence,1.0,04281002,01211828
equivalence,1.5,03211049,50211010
equivalence,1.5,03211049,50211012
equivalence,1.5,03211049,01211859
equivalence,1.0,01252939,01211842
equivalence,1.0,04272005,01221842
equivalence,1.0,01211850,04281002
equivalence,1.0,01211808,04281002
equivalence,1.0,04271018,04272001
equivalence,1.0,04272008,04272001
equivalence,1.0,01211864,01221842
equivalence,1.0,01211848,04281002
equivalence,1.0,63211042,01252939
equivalence,1.0,01211819,01221842
import,C:\temp\equivalence_database1.csv
